"locus","stratum","num.genotyped","num.missing","prop.genotyped","num.alleles","allelic.richness","prop.unique.alleles","exptd.het","obsvd.het","num.snps"
"locus129","Malaysia",7,0,1,2,0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,2
"locus130","Malaysia",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,1
"locus134","Malaysia",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,1
"locus135","Malaysia",7,0,1,3,0.428571428571429,0,0.56043956043956,0.571428571428571,2
"locus137","Malaysia",7,0,1,2,0.285714285714286,0,0.43956043956044,0.285714285714286,1
"locus139","Malaysia",7,0,1,2,0.285714285714286,0,0.527472527472528,0.571428571428571,1
"locus140","Malaysia",7,0,1,2,0.285714285714286,0,0.527472527472528,0.571428571428571,1
"locus146","Malaysia",7,0,1,2,0.285714285714286,0,0.43956043956044,0.285714285714286,1
"locus148","Malaysia",7,0,1,2,0.285714285714286,0,0.538461538461538,0.428571428571429,1
"locus151","Malaysia",7,0,1,2,0.285714285714286,0,0.527472527472528,0.857142857142857,1
"locus157","Malaysia",5,2,0.714285714285714,2,0.4,0,0.355555555555555,0.285714285714286,1
"locus161","Malaysia",7,0,1,2,0.285714285714286,0,0.362637362637363,0.142857142857143,1
"locus165","Malaysia",6,1,0.857142857142857,2,0.333333333333333,0.166666666666667,0.484848484848485,0.571428571428571,1
"locus170","Malaysia",7,0,1,2,0.285714285714286,0,0.494505494505494,0.714285714285714,1
"locus176","Malaysia",7,0,1,2,0.285714285714286,0,0.527472527472528,0.285714285714286,1
"locus184","Malaysia",7,0,1,2,0.285714285714286,0,0.362637362637363,0.142857142857143,1
"locus186","Malaysia",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,1
"locus188","Malaysia",7,0,1,3,0.428571428571429,0,0.714285714285714,0.571428571428571,2
"locus189","Malaysia",7,0,1,2,0.285714285714286,0,0.494505494505494,0.428571428571429,2
"locus190","Malaysia",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,1
"locus191","Malaysia",7,0,1,2,0.285714285714286,0,0.527472527472528,0.285714285714286,1
"locus192","Malaysia",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,1
"locus195","Malaysia",7,0,1,2,0.285714285714286,0,0.362637362637363,0.428571428571429,1
"locus202","Malaysia",7,0,1,2,0.285714285714286,0,0.362637362637363,0.428571428571429,1
"locus210","Malaysia",5,2,0.714285714285714,2,0.4,0,0.466666666666667,0.428571428571429,1
"locus215","Malaysia",7,0,1,2,0.285714285714286,0,0.494505494505494,0.142857142857143,1
"locus227","Malaysia",7,0,1,2,0.285714285714286,0,0.43956043956044,0.571428571428571,1
"locus231","Malaysia",3,4,0.428571428571429,1,0.333333333333333,0,0,0,1
"locus235","Malaysia",7,0,1,1,0.142857142857143,0,0,0,1
"locus236","Malaysia",7,0,1,2,0.285714285714286,0,0.362637362637363,0.428571428571429,1
"locus237","Malaysia",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,2
"locus239","Malaysia",7,0,1,2,0.285714285714286,0,0.538461538461538,0.428571428571429,1
"locus248","Malaysia",7,0,1,2,0.285714285714286,0,0.43956043956044,0.571428571428571,1
"locus255","Malaysia",1,6,0.142857142857143,1,1,1,0,0,1
"locus256","Malaysia",5,2,0.714285714285714,2,0.4,0,0.355555555555555,0.285714285714286,1
"locus263","Malaysia",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,1
"locus264","Malaysia",7,0,1,2,0.285714285714286,0,0.527472527472528,0.285714285714286,1
"locus274","Malaysia",7,0,1,2,0.285714285714286,0,0.43956043956044,0.571428571428571,1
"locus280","Malaysia",7,0,1,2,0.285714285714286,0,0.362637362637363,0.428571428571429,1
"locus282","Malaysia",7,0,1,2,0.285714285714286,0,0.494505494505494,0.142857142857143,1
"locus286","Malaysia",7,0,1,1,0.142857142857143,0,0,0,1
"locus291","Malaysia",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,2
"locus292","Malaysia",7,0,1,2,0.285714285714286,0,0.43956043956044,0.571428571428571,1
"locus296","Malaysia",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,1
"locus301","Malaysia",6,1,0.857142857142857,2,0.333333333333333,0.333333333333333,0.166666666666667,0.142857142857143,1
"locus314","Malaysia",6,1,0.857142857142857,2,0.333333333333333,0.333333333333333,0.166666666666667,0.142857142857143,1
"locus321","Malaysia",7,0,1,2,0.285714285714286,0,0.43956043956044,0.285714285714286,1
"locus322","Malaysia",7,0,1,2,0.285714285714286,0,0.538461538461538,0.428571428571429,1
"locus323","Malaysia",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,1
"locus329","Malaysia",7,0,1,2,0.285714285714286,0,0.538461538461538,0.428571428571429,1
"locus332","Malaysia",7,0,1,2,0.285714285714286,0,0.362637362637363,0.142857142857143,1
"locus349","Malaysia",3,4,0.428571428571429,2,0.666666666666667,0,0.533333333333333,0.285714285714286,1
"locus358","Malaysia",7,0,1,2,0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,1
"locus359","Malaysia",7,0,1,2,0.285714285714286,0,0.362637362637363,0.142857142857143,1
"locus360","Malaysia",7,0,1,2,0.285714285714286,0,0.494505494505494,0.142857142857143,1
"Dc00544","In-water, CA",7,0,1,2,0.285714285714286,0,0.527472527472528,0.571428571428571,1
"Dc01018","In-water, CA",7,0,1,2,0.285714285714286,0,0.43956043956044,0.285714285714286,1
"Dc01661","In-water, CA",7,0,1,3,0.428571428571429,0.142857142857143,0.472527472527473,0.571428571428571,2
"Dc01707","In-water, CA",7,0,1,3,0.428571428571429,0,0.714285714285714,0.714285714285714,2
"Dc01784","In-water, CA",7,0,1,2,0.285714285714286,0,0.494505494505494,0.428571428571429,1
"Dc02951","In-water, CA",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,1
"Dc03456","In-water, CA",7,0,1,2,0.285714285714286,0,0.494505494505494,0.428571428571429,1
"Dc03556","In-water, CA",7,0,1,2,0.285714285714286,0,0.494505494505494,0.428571428571429,1
"Dc05864","In-water, CA",7,0,1,3,0.428571428571429,0.142857142857143,0.483516483516483,0.285714285714286,2
"Dc06503","In-water, CA",7,0,1,2,0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,1
"Dc07300","In-water, CA",7,0,1,3,0.428571428571429,0.142857142857143,0.648351648351648,0.428571428571429,2
"Dc07937","In-water, CA",7,0,1,3,0.428571428571429,0.142857142857143,0.538461538461538,0.571428571428571,2
"Dc08054","In-water, CA",7,0,1,3,0.428571428571429,0,0.483516483516483,0.571428571428571,2
"Dc08189","In-water, CA",7,0,1,2,0.285714285714286,0,0.362637362637363,0.428571428571429,2
"Dc08463","In-water, CA",7,0,1,2,0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,1
"Dc08578","In-water, CA",7,0,1,3,0.428571428571429,0.142857142857143,0.582417582417582,0.571428571428571,2
"Dc08865","In-water, CA",7,0,1,3,0.428571428571429,0,0.56043956043956,0.571428571428571,2
"Dc10003","In-water, CA",6,1,0.857142857142857,1,0.166666666666667,0.166666666666667,0,0,1
"Dc10390","In-water, CA",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,1
"Dc10878","In-water, CA",7,0,1,2,0.285714285714286,0,0.538461538461538,0.714285714285714,1
"Dc10885","In-water, CA",7,0,1,3,0.428571428571429,0,0.659340659340659,0.714285714285714,2
"Dc11203","In-water, CA",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,2
"Dc11714","In-water, CA",7,0,1,2,0.285714285714286,0,0.494505494505494,0.142857142857143,1
"Dc13159","In-water, CA",7,0,1,3,0.428571428571429,0,0.648351648351648,0.714285714285714,2
"Dc13592","In-water, CA",7,0,1,3,0.428571428571429,0,0.483516483516483,0.428571428571429,2
"Dc14022","In-water, CA",7,0,1,2,0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,1
"Dc14945","In-water, CA",7,0,1,1,0.142857142857143,0,0,0,1
"Dc16747","In-water, CA",7,0,1,2,0.285714285714286,0,0.362637362637363,0.428571428571429,1
"Dc18951","In-water, CA",7,0,1,2,0.285714285714286,0,0.43956043956044,0.571428571428571,1
"Dc20232","In-water, CA",7,0,1,2,0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,2
"Dc22883","In-water, CA",7,0,1,3,0.428571428571429,0,0.703296703296703,0.714285714285714,2
"Dc22887","In-water, CA",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,1
"Dc27955","In-water, CA",7,0,1,2,0.285714285714286,0,0.494505494505494,0.428571428571429,1
"Dc28124","In-water, CA",7,0,1,2,0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,1
"Dc28776","In-water, CA",7,0,1,2,0.285714285714286,0,0.43956043956044,0.285714285714286,1
"Dc30071","In-water, CA",7,0,1,2,0.285714285714286,0,0.538461538461538,0.714285714285714,1
"Dc31007","In-water, CA",7,0,1,1,0.142857142857143,0,0,0,1
"Dc33714","In-water, CA",7,0,1,3,0.428571428571429,0.142857142857143,0.538461538461538,0.571428571428571,2
"Dc33907","In-water, CA",7,0,1,2,0.285714285714286,0,0.43956043956044,0.571428571428571,1
"Dc34902","In-water, CA",7,0,1,2,0.285714285714286,0,0.362637362637363,0.142857142857143,1
"Dc35779","In-water, CA",7,0,1,2,0.285714285714286,0,0.43956043956044,0.571428571428571,1
"Dc36571","In-water, CA",7,0,1,2,0.285714285714286,0,0.494505494505494,0.714285714285714,1
"Dc36616","In-water, CA",7,0,1,2,0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,1
"Dc36767","In-water, CA",7,0,1,3,0.428571428571429,0,0.56043956043956,0.571428571428571,2
"Dc40235","In-water, CA",7,0,1,2,0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,1
"Dc41234","In-water, CA",7,0,1,3,0.428571428571429,0,0.648351648351648,0.571428571428571,2
"Dc46984","In-water, CA",7,0,1,3,0.428571428571429,0.142857142857143,0.604395604395604,0.714285714285714,2
"Dc47572","In-water, CA",7,0,1,3,0.428571428571429,0.142857142857143,0.384615384615385,0.428571428571429,2
"Dc47935","In-water, CA",7,0,1,3,0.428571428571429,0,0.56043956043956,0.428571428571429,3
"Dc48207","In-water, CA",7,0,1,1,0.142857142857143,0,0,0,1
"Dc48950","In-water, CA",7,0,1,3,0.428571428571429,0,0.626373626373626,0.285714285714286,2
"Dc49080","In-water, CA",7,0,1,2,0.285714285714286,0,0.527472527472528,0.285714285714286,1
"Dc49184","In-water, CA",7,0,1,3,0.428571428571429,0.285714285714286,0.384615384615385,0.142857142857143,2
"Dc51020","In-water, CA",7,0,1,2,0.285714285714286,0,0.362637362637363,0.428571428571429,1
"Dc52523","In-water, CA",7,0,1,4,0.571428571428571,0.142857142857143,0.703296703296703,0.857142857142857,2
"Dc55481","In-water, CA",7,0,1,2,0.285714285714286,0,0.362637362637363,0.142857142857143,1
"Dc58248","In-water, CA",7,0,1,4,0.571428571428571,0.285714285714286,0.67032967032967,0.714285714285714,2
"Dc62188","In-water, CA",7,0,1,3,0.428571428571429,0,0.626373626373626,0.857142857142857,2
"Dc67011","In-water, CA",7,0,1,2,0.285714285714286,0,0.494505494505494,0.428571428571429,1
"locus002","In-water, CA",5,2,0.714285714285714,2,0.4,0.2,0.355555555555555,0,1
"locus003","In-water, CA",7,0,1,2,0.285714285714286,0,0.494505494505494,0.428571428571429,1
"locus004","In-water, CA",7,0,1,2,0.285714285714286,0.142857142857143,0.263736263736264,0,1
"locus005","In-water, CA",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,1
"locus006","In-water, CA",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,1
"locus008","In-water, CA",7,0,1,2,0.285714285714286,0,0.527472527472528,0.285714285714286,1
"locus013","In-water, CA",7,0,1,2,0.285714285714286,0,0.527472527472528,0.571428571428571,1
"locus014","In-water, CA",7,0,1,2,0.285714285714286,0,0.538461538461538,0.714285714285714,1
"locus022","In-water, CA",7,0,1,3,0.428571428571429,0,0.714285714285714,0.857142857142857,2
"locus024","In-water, CA",7,0,1,2,0.285714285714286,0,0.362637362637363,0.428571428571429,1
"locus025","In-water, CA",7,0,1,2,0.285714285714286,0,0.538461538461538,0.714285714285714,1
"locus027","In-water, CA",7,0,1,2,0.285714285714286,0,0.43956043956044,0.285714285714286,1
"locus030","In-water, CA",7,0,1,2,0.285714285714286,0,0.527472527472528,0.571428571428571,1
"locus035","In-water, CA",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,1
"locus038","In-water, CA",7,0,1,2,0.285714285714286,0,0.494505494505494,0.428571428571429,1
"locus039","In-water, CA",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,1
"locus040","In-water, CA",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,1
"locus041","In-water, CA",7,0,1,2,0.285714285714286,0,0.362637362637363,0.142857142857143,1
"locus045","In-water, CA",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,2
"locus047","In-water, CA",7,0,1,2,0.285714285714286,0,0.538461538461538,0.428571428571429,1
"locus048","In-water, CA",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,1
"locus053","In-water, CA",7,0,1,3,0.428571428571429,0,0.67032967032967,0.571428571428571,2
"locus055","In-water, CA",7,0,1,2,0.285714285714286,0,0.362637362637363,0.428571428571429,1
"locus056","In-water, CA",7,0,1,2,0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,1
"locus058","In-water, CA",7,0,1,2,0.285714285714286,0,0.538461538461538,0.428571428571429,1
"locus060","In-water, CA",7,0,1,2,0.285714285714286,0,0.43956043956044,0.285714285714286,1
"locus061","In-water, CA",7,0,1,2,0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,2
"locus062","In-water, CA",7,0,1,2,0.285714285714286,0,0.494505494505494,0.428571428571429,1
"locus064","In-water, CA",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,1
"locus065","In-water, CA",7,0,1,2,0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,1
"locus073","In-water, CA",7,0,1,2,0.285714285714286,0,0.538461538461538,0.142857142857143,1
"locus074","In-water, CA",7,0,1,2,0.285714285714286,0,0.494505494505494,0.142857142857143,1
"locus076","In-water, CA",7,0,1,2,0.285714285714286,0,0.538461538461538,0.428571428571429,1
"locus077","In-water, CA",7,0,1,2,0.285714285714286,0,0.362637362637363,0.428571428571429,1
"locus080","In-water, CA",7,0,1,2,0.285714285714286,0,0.43956043956044,0.285714285714286,1
"locus083","In-water, CA",6,1,0.857142857142857,2,0.333333333333333,0.333333333333333,0.303030303030303,0,1
"locus088","In-water, CA",7,0,1,2,0.285714285714286,0,0.362637362637363,0.428571428571429,1
"locus093","In-water, CA",7,0,1,1,0.142857142857143,0,0,0,1
"locus096","In-water, CA",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,1
"locus098","In-water, CA",7,0,1,2,0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,1
"locus100","In-water, CA",7,0,1,2,0.285714285714286,0,0.362637362637363,0.428571428571429,3
"locus106","In-water, CA",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,1
"locus110","In-water, CA",2,5,0.285714285714286,2,1,0.5,0.5,0.142857142857143,1
"locus116","In-water, CA",7,0,1,2,0.285714285714286,0,0.43956043956044,0.285714285714286,1
"locus119","In-water, CA",7,0,1,2,0.285714285714286,0,0.494505494505494,0.714285714285714,1
"locus120","In-water, CA",7,0,1,2,0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,1
"locus126","In-water, CA",7,0,1,2,0.285714285714286,0,0.362637362637363,0.428571428571429,1
"locus128","In-water, CA",7,0,1,2,0.285714285714286,0,0.43956043956044,0.285714285714286,1
"locus129","In-water, CA",7,0,1,3,0.428571428571429,0.142857142857143,0.384615384615385,0.285714285714286,2
"locus130","In-water, CA",6,1,0.857142857142857,2,0.333333333333333,0.166666666666667,0.484848484848485,0.571428571428571,1
"locus134","In-water, CA",7,0,1,2,0.285714285714286,0,0.527472527472528,0.571428571428571,1
"locus135","In-water, CA",7,0,1,3,0.428571428571429,0.142857142857143,0.472527472527473,0.571428571428571,2
"locus137","In-water, CA",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,1
"locus139","In-water, CA",7,0,1,2,0.285714285714286,0,0.362637362637363,0.428571428571429,1
"locus140","In-water, CA",7,0,1,2,0.285714285714286,0,0.362637362637363,0.428571428571429,1
"locus146","In-water, CA",7,0,1,2,0.285714285714286,0,0.494505494505494,0.714285714285714,1
"locus148","In-water, CA",7,0,1,2,0.285714285714286,0,0.494505494505494,0.428571428571429,1
"locus151","In-water, CA",7,0,1,2,0.285714285714286,0,0.494505494505494,0.142857142857143,1
"locus157","In-water, CA",7,0,1,2,0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,1
"locus161","In-water, CA",7,0,1,2,0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,1
"locus165","In-water, CA",6,1,0.857142857142857,2,0.333333333333333,0.166666666666667,0.484848484848485,0.571428571428571,1
"locus170","In-water, CA",7,0,1,2,0.285714285714286,0,0.43956043956044,0.571428571428571,1
"locus176","In-water, CA",7,0,1,2,0.285714285714286,0,0.527472527472528,0.571428571428571,1
"locus184","In-water, CA",7,0,1,2,0.285714285714286,0,0.494505494505494,0.714285714285714,1
"locus186","In-water, CA",7,0,1,2,0.285714285714286,0,0.43956043956044,0.571428571428571,1
"locus188","In-water, CA",7,0,1,3,0.428571428571429,0,0.615384615384615,0.571428571428571,2
"locus189","In-water, CA",7,0,1,2,0.285714285714286,0,0.43956043956044,0.285714285714286,2
"locus190","In-water, CA",7,0,1,2,0.285714285714286,0,0.43956043956044,0.285714285714286,1
"locus191","In-water, CA",7,0,1,2,0.285714285714286,0,0.43956043956044,0.285714285714286,1
"locus192","In-water, CA",7,0,1,2,0.285714285714286,0,0.362637362637363,0.142857142857143,1
"locus195","In-water, CA",7,0,1,2,0.285714285714286,0,0.527472527472528,0.285714285714286,1
"locus202","In-water, CA",7,0,1,2,0.285714285714286,0,0.527472527472528,0.571428571428571,1
"locus210","In-water, CA",7,0,1,2,0.285714285714286,0,0.538461538461538,0.142857142857143,1
"locus215","In-water, CA",7,0,1,2,0.285714285714286,0,0.494505494505494,0.428571428571429,1
"locus227","In-water, CA",7,0,1,1,0.142857142857143,0,0,0,1
"locus231","In-water, CA",7,0,1,2,0.285714285714286,0,0.362637362637363,0.428571428571429,1
"locus235","In-water, CA",7,0,1,2,0.285714285714286,0,0.527472527472528,0.857142857142857,1
"locus236","In-water, CA",7,0,1,2,0.285714285714286,0,0.362637362637363,0.428571428571429,1
"locus237","In-water, CA",7,0,1,3,0.428571428571429,0.142857142857143,0.384615384615385,0.428571428571429,2
"locus239","In-water, CA",7,0,1,2,0.285714285714286,0,0.43956043956044,0.571428571428571,1
"locus248","In-water, CA",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,1
"locus255","In-water, CA",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,1
"locus256","In-water, CA",7,0,1,2,0.285714285714286,0,0.527472527472528,0.285714285714286,1
"locus263","In-water, CA",7,0,1,2,0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,1
"locus264","In-water, CA",7,0,1,2,0.285714285714286,0,0.43956043956044,0.571428571428571,1
"locus274","In-water, CA",7,0,1,2,0.285714285714286,0,0.527472527472528,0.285714285714286,1
"locus280","In-water, CA",7,0,1,2,0.285714285714286,0,0.527472527472528,0.285714285714286,1
"locus282","In-water, CA",7,0,1,2,0.285714285714286,0,0.43956043956044,0.285714285714286,1
"locus286","In-water, CA",7,0,1,2,0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,1
"locus291","In-water, CA",7,0,1,2,0.285714285714286,0,0.494505494505494,0.714285714285714,2
"locus292","In-water, CA",7,0,1,2,0.285714285714286,0,0.494505494505494,0.428571428571429,1
"locus296","In-water, CA",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,1
"locus301","In-water, CA",7,0,1,2,0.285714285714286,0,0.527472527472528,0.285714285714286,1
"locus314","In-water, CA",7,0,1,2,0.285714285714286,0,0.43956043956044,0,1
"locus321","In-water, CA",7,0,1,2,0.285714285714286,0,0.538461538461538,0.428571428571429,1
"locus322","In-water, CA",7,0,1,2,0.285714285714286,0,0.43956043956044,0.285714285714286,1
"locus323","In-water, CA",7,0,1,2,0.285714285714286,0,0.362637362637363,0.428571428571429,1
"locus329","In-water, CA",7,0,1,2,0.285714285714286,0,0.538461538461538,0.142857142857143,1
"locus332","In-water, CA",7,0,1,2,0.285714285714286,0,0.43956043956044,0.571428571428571,1
"locus349","In-water, CA",7,0,1,2,0.285714285714286,0,0.43956043956044,0.571428571428571,1
"locus358","In-water, CA",7,0,1,2,0.285714285714286,0,0.362637362637363,0.428571428571429,1
"locus359","In-water, CA",7,0,1,2,0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,1
"locus360","In-water, CA",7,0,1,2,0.285714285714286,0,0.527472527472528,0.571428571428571,1
"Dc00544","Bird's Head-Summer",29,23,0.557692307692308,2,0.0689655172413793,0,0.499092558983666,0.25,1
"Dc01018","Bird's Head-Summer",42,10,0.807692307692308,2,0.0476190476190476,0,0.281124497991968,0.192307692307692,1
"Dc01661","Bird's Head-Summer",52,0,1,3,0.0576923076923077,0,0.629387602688574,0.673076923076923,2
"Dc01707","Bird's Head-Summer",52,0,1,4,0.0769230769230769,0,0.633121732636296,0.673076923076923,2
"Dc01784","Bird's Head-Summer",51,1,0.980769230769231,2,0.0392156862745098,0.0196078431372549,0.495437779072025,0.576923076923077,1
"Dc02951","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.276138909634055,0.211538461538462,1
"Dc03456","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.492905153099328,0.538461538461538,1
"Dc03556","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.49570575056012,0.557692307692308,1
"Dc05864","Bird's Head-Summer",28,24,0.538461538461538,3,0.107142857142857,0,0.625974025974026,0.307692307692308,2
"Dc06503","Bird's Head-Summer",32,20,0.615384615384615,2,0.0625,0,0.119047619047619,0.0769230769230769,1
"Dc07300","Bird's Head-Summer",52,0,1,3,0.0576923076923077,0,0.670089619118745,0.596153846153846,2
"Dc07937","Bird's Head-Summer",49,3,0.942307692307692,3,0.0612244897959184,0,0.587208079107932,0.615384615384615,2
"Dc08054","Bird's Head-Summer",52,0,1,3,0.0576923076923077,0,0.608476474981329,0.653846153846154,2
"Dc08189","Bird's Head-Summer",46,6,0.884615384615385,3,0.0652173913043478,0,0.574534161490683,0.480769230769231,2
"Dc08463","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.437453323375654,0.326923076923077,1
"Dc08578","Bird's Head-Summer",26,26,0.5,3,0.115384615384615,0,0.414027149321267,0.25,2
"Dc08865","Bird's Head-Summer",52,0,1,3,0.0576923076923077,0,0.495332337565347,0.5,2
"Dc10003","Bird's Head-Summer",42,10,0.807692307692308,2,0.0476190476190476,0,0.312105565117613,0.230769230769231,1
"Dc10390","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.220873786407767,0.25,1
"Dc10878","Bird's Head-Summer",36,16,0.692307692307692,2,0.0555555555555556,0,0.506651017214398,0.403846153846154,1
"Dc10885","Bird's Head-Summer",52,0,1,3,0.0576923076923077,0,0.582337565347274,0.538461538461538,2
"Dc11203","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.220873786407767,0.211538461538462,2
"Dc11714","Bird's Head-Summer",49,3,0.942307692307692,2,0.0408163265306122,0,0.501788344203661,0.365384615384615,1
"Dc13159","Bird's Head-Summer",46,6,0.884615384615385,3,0.0652173913043478,0,0.463688485427616,0.461538461538462,2
"Dc13592","Bird's Head-Summer",49,3,0.942307692307692,3,0.0612244897959184,0,0.343993267410057,0.365384615384615,2
"Dc14022","Bird's Head-Summer",49,3,0.942307692307692,2,0.0408163265306122,0,0.134020618556701,0.134615384615385,1
"Dc14945","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.159634055265123,0.134615384615385,1
"Dc16747","Bird's Head-Summer",44,8,0.846153846153846,2,0.0454545454545455,0,0.446969696969697,0.365384615384615,1
"Dc18951","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.450896191187453,0.326923076923077,1
"Dc20232","Bird's Head-Summer",51,1,0.980769230769231,3,0.0588235294117647,0.0196078431372549,0.198990487284022,0.211538461538462,2
"Dc22883","Bird's Head-Summer",46,6,0.884615384615385,3,0.0652173913043478,0,0.642140468227425,0.538461538461538,2
"Dc22887","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.159634055265123,0.173076923076923,1
"Dc27955","Bird's Head-Summer",43,9,0.826923076923077,2,0.0465116279069767,0,0.373461012311902,0.211538461538462,1
"Dc28124","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.262882748319642,0.307692307692308,1
"Dc28776","Bird's Head-Summer",48,4,0.923076923076923,2,0.0416666666666667,0,0.378947368421053,0.307692307692308,1
"Dc30071","Bird's Head-Summer",51,1,0.980769230769231,2,0.0392156862745098,0.0196078431372549,0.495437779072025,0.538461538461538,1
"Dc31007","Bird's Head-Summer",35,17,0.673076923076923,2,0.0571428571428571,0,0.205383022774327,0.153846153846154,1
"Dc33714","Bird's Head-Summer",51,1,0.980769230769231,3,0.0588235294117647,0.0196078431372549,0.50475635798874,0.519230769230769,2
"Dc33907","Bird's Head-Summer",49,3,0.942307692307692,2,0.0408163265306122,0,0.315800547022933,0.365384615384615,1
"Dc34902","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.143390589992532,0.153846153846154,1
"Dc35779","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.235250186706497,0.230769230769231,1
"Dc36571","Bird's Head-Summer",51,1,0.980769230769231,2,0.0392156862745098,0.0196078431372549,0.497961560861969,0.557692307692308,1
"Dc36616","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.406086631814787,0.403846153846154,1
"Dc36767","Bird's Head-Summer",31,21,0.596153846153846,3,0.0967741935483871,0,0.497091485986251,0.307692307692308,2
"Dc40235","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.262882748319642,0.230769230769231,1
"Dc41234","Bird's Head-Summer",37,15,0.711538461538462,3,0.0810810810810811,0,0.614587189929656,0.423076923076923,2
"Dc46984","Bird's Head-Summer",52,0,1,3,0.0576923076923077,0,0.608663181478715,0.519230769230769,2
"Dc47572","Bird's Head-Summer",52,0,1,3,0.0576923076923077,0,0.359036594473488,0.365384615384615,2
"Dc47935","Bird's Head-Summer",52,0,1,4,0.0769230769230769,0,0.63722927557879,0.615384615384615,3
"Dc48207","Bird's Head-Summer",42,10,0.807692307692308,2,0.0476190476190476,0,0.0697074010327021,0.0576923076923077,1
"Dc48950","Bird's Head-Summer",52,0,1,3,0.0576923076923077,0,0.666355489171023,0.769230769230769,2
"Dc49080","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.48226288274832,0.519230769230769,1
"Dc49184","Bird's Head-Summer",52,0,1,3,0.0576923076923077,0,0.41168782673637,0.442307692307692,2
"Dc51020","Bird's Head-Summer",52,0,1,2,0.0384615384615385,0,0.388162808065721,0.403846153846154,1
"Dc52523","Bird's Head-Summer",51,1,0.980769230769231,4,0.0784313725490196,0.0196078431372549,0.595806639487478,0.653846153846154,2
"Dc55481","Bird's Head-Summer",46,6,0.884615384615385,2,0.0434782608695652,0,0.400143334925944,0.365384615384615,1
